student_id,roll_no,student_name,current_semester,risk_category,subject_code,subject_name,credits,semester,marks,grade,sgpa,cgpa
53,KTE23CE049,KTE23CE049,1,Safe,MCN301,MCN301,3,1,55,C,,
53,KTE23CE049,KTE23CE049,1,Safe,CET301,CET301,3,1,55,C,,
53,KTE23CE049,KTE23CE049,1,Safe,CET303,CET303,3,1,55,C,,
53,KTE23CE049,KTE23CE049,1,Safe,CET305,CET305,3,1,65,B,,
53,KTE23CE049,KTE23CE049,1,Safe,CET307,CET307,3,1,65,B,,
53,KTE23CE049,KTE23CE049,1,Safe,CEL331,CEL331,3,1,82,A,,
53,KTE23CE049,KTE23CE049,1,Safe,CEL333,CEL333,3,1,82,A,,
53,KTE23CE049,KTE23CE049,1,Safe,CET309,CET309,3,1,82,A,,
54,KTE23CE050,KTE23CE050,1,Safe,MCN301,MCN301,3,1,82,A,,
54,KTE23CE050,KTE23CE050,1,Safe,CET301,CET301,3,1,82,A,,
54,KTE23CE050,KTE23CE050,1,Safe,CET303,CET303,3,1,42,P,,
54,KTE23CE050,KTE23CE050,1,Safe,CET305,CET305,3,1,82,A,,
54,KTE23CE050,KTE23CE050,1,Safe,CEL331,CEL331,3,1,95,O,,
54,KTE23CE050,KTE23CE050,1,Safe,CEL333,CEL333,3,1,82,A,,
54,KTE23CE050,KTE23CE050,1,Safe,CET309,CET309,3,1,82,A,,
55,KTE23CE051,KTE23CE051,1,Safe,MCN301,MCN301,3,1,65,B,,
55,KTE23CE051,KTE23CE051,1,Safe,CET301,CET301,3,1,55,C,,
55,KTE23CE051,KTE23CE051,1,Safe,CET303,CET303,3,1,55,C,,
55,KTE23CE051,KTE23CE051,1,Safe,CET305,CET305,3,1,65,B,,
55,KTE23CE051,KTE23CE051,1,Safe,CET307,CET307,3,1,55,C,,
55,KTE23CE051,KTE23CE051,1,Safe,CEL331,CEL331,3,1,82,A,,
55,KTE23CE051,KTE23CE051,1,Safe,CEL333,CEL333,3,1,82,A,,
55,KTE23CE051,KTE23CE051,1,Safe,CET309,CET309,3,1,65,B,,
56,KTE23CE052,KTE23CE052,1,Safe,MCN301,MCN301,3,1,55,C,,
56,KTE23CE052,KTE23CE052,1,Safe,CET301,CET301,3,1,55,C,,
56,KTE23CE052,KTE23CE052,1,Safe,CET303,CET303,3,1,42,P,,
56,KTE23CE052,KTE23CE052,1,Safe,CET305,CET305,3,1,65,B,,
56,KTE23CE052,KTE23CE052,1,Safe,CET307,CET307,3,1,55,C,,
56,KTE23CE052,KTE23CE052,1,Safe,CEL331,CEL331,3,1,82,A,,
56,KTE23CE052,KTE23CE052,1,Safe,CEL333,CEL333,3,1,82,A,,
56,KTE23CE052,KTE23CE052,1,Safe,CET309,CET309,3,1,65,B,,
57,KTE23CE053,KTE23CE053,1,Safe,MCN301,MCN301,3,1,65,B,,
57,KTE23CE053,KTE23CE053,1,Safe,CET301,CET301,3,1,82,A,,
57,KTE23CE053,KTE23CE053,1,Safe,CET303,CET303,3,1,55,C,,
57,KTE23CE053,KTE23CE053,1,Safe,CET305,CET305,3,1,82,A,,
57,KTE23CE053,KTE23CE053,1,Safe,CET307,CET307,3,1,42,P,,
57,KTE23CE053,KTE23CE053,1,Safe,CEL331,CEL331,3,1,95,O,,
57,KTE23CE053,KTE23CE053,1,Safe,CEL333,CEL333,3,1,82,A,,
57,KTE23CE053,KTE23CE053,1,Safe,CET309,CET309,3,1,65,B,,
58,KTE23CE054,KTE23CE054,1,Safe,MCN301,MCN301,3,1,65,B,,
58,KTE23CE054,KTE23CE054,1,Safe,CET301,CET301,3,1,55,C,,
58,KTE23CE054,KTE23CE054,1,Safe,CET303,CET303,3,1,55,C,,
58,KTE23CE054,KTE23CE054,1,Safe,CET305,CET305,3,1,65,B,,
58,KTE23CE054,KTE23CE054,1,Safe,CET307,CET307,3,1,55,C,,
58,KTE23CE054,KTE23CE054,1,Safe,CEL331,CEL331,3,1,82,A,,
58,KTE23CE054,KTE23CE054,1,Safe,CEL333,CEL333,3,1,82,A,,
58,KTE23CE054,KTE23CE054,1,Safe,CET309,CET309,3,1,65,B,,
59,KTE23CE055,KTE23CE055,1,Safe,MCN301,MCN301,3,1,65,B,,
59,KTE23CE055,KTE23CE055,1,Safe,CET301,CET301,3,1,82,A,,
59,KTE23CE055,KTE23CE055,1,Safe,CET303,CET303,3,1,55,C,,
59,KTE23CE055,KTE23CE055,1,Safe,CET305,CET305,3,1,82,A,,
59,KTE23CE055,KTE23CE055,1,Safe,CET307,CET307,3,1,55,C,,
59,KTE23CE055,KTE23CE055,1,Safe,CEL331,CEL331,3,1,95,O,,
59,KTE23CE055,KTE23CE055,1,Safe,CEL333,CEL333,3,1,82,A,,
59,KTE23CE055,KTE23CE055,1,Safe,CET309,CET309,3,1,65,B,,
60,KTE23CE056,KTE23CE056,1,Safe,MCN301,MCN301,3,1,65,B,,
60,KTE23CE056,KTE23CE056,1,Safe,CET301,CET301,3,1,82,A,,
60,KTE23CE056,KTE23CE056,1,Safe,CET303,CET303,3,1,65,B,,
60,KTE23CE056,KTE23CE056,1,Safe,CET305,CET305,3,1,65,B,,
60,KTE23CE056,KTE23CE056,1,Safe,CET307,CET307,3,1,55,C,,
60,KTE23CE056,KTE23CE056,1,Safe,CEL331,CEL331,3,1,95,O,,
60,KTE23CE056,KTE23CE056,1,Safe,CEL333,CEL333,3,1,95,O,,
60,KTE23CE056,KTE23CE056,1,Safe,CET309,CET309,3,1,82,A,,
61,KTE23CE057,KTE23CE057,1,Safe,MCN301,MCN301,3,1,82,A,,
61,KTE23CE057,KTE23CE057,1,Safe,CET301,CET301,3,1,65,B,,
61,KTE23CE057,KTE23CE057,1,Safe,CET303,CET303,3,1,65,B,,
61,KTE23CE057,KTE23CE057,1,Safe,CET305,CET305,3,1,82,A,,
61,KTE23CE057,KTE23CE057,1,Safe,CET307,CET307,3,1,65,B,,
61,KTE23CE057,KTE23CE057,1,Safe,CEL331,CEL331,3,1,95,O,,
61,KTE23CE057,KTE23CE057,1,Safe,CEL333,CEL333,3,1,82,A,,
61,KTE23CE057,KTE23CE057,1,Safe,CET309,CET309,3,1,82,A,,
62,KTE23CE059,KTE23CE059,1,Safe,MCN301,MCN301,3,1,82,A,,
62,KTE23CE059,KTE23CE059,1,Safe,CET301,CET301,3,1,65,B,,
62,KTE23CE059,KTE23CE059,1,Safe,CET305,CET305,3,1,55,C,,
62,KTE23CE059,KTE23CE059,1,Safe,CET307,CET307,3,1,42,P,,
62,KTE23CE059,KTE23CE059,1,Safe,CEL331,CEL331,3,1,82,A,,
62,KTE23CE059,KTE23CE059,1,Safe,CEL333,CEL333,3,1,82,A,,
62,KTE23CE059,KTE23CE059,1,Safe,CET309,CET309,3,1,65,B,,
63,KTE23CE060,KTE23CE060,1,Safe,MCN301,MCN301,3,1,55,C,,
63,KTE23CE060,KTE23CE060,1,Safe,CET301,CET301,3,1,65,B,,
63,KTE23CE060,KTE23CE060,1,Safe,CET303,CET303,3,1,42,P,,
63,KTE23CE060,KTE23CE060,1,Safe,CET305,CET305,3,1,55,C,,
63,KTE23CE060,KTE23CE060,1,Safe,CET307,CET307,3,1,55,C,,
63,KTE23CE060,KTE23CE060,1,Safe,CEL331,CEL331,3,1,82,A,,
63,KTE23CE060,KTE23CE060,1,Safe,CEL333,CEL333,3,1,82,A,,
63,KTE23CE060,KTE23CE060,1,Safe,CET309,CET309,3,1,55,C,,
64,KTE23CE062,KTE23CE062,1,Safe,MCN301,MCN301,3,1,55,C,,
64,KTE23CE062,KTE23CE062,1,Safe,CET301,CET301,3,1,42,P,,
64,KTE23CE062,KTE23CE062,1,Safe,CET305,CET305,3,1,42,P,,
64,KTE23CE062,KTE23CE062,1,Safe,CET307,CET307,3,1,42,P,,
64,KTE23CE062,KTE23CE062,1,Safe,CEL331,CEL331,3,1,82,A,,
64,KTE23CE062,KTE23CE062,1,Safe,CEL333,CEL333,3,1,82,A,,
64,KTE23CE062,KTE23CE062,1,Safe,CET309,CET309,3,1,65,B,,
65,KTE23CE063,KTE23CE063,1,Safe,MCN301,MCN301,3,1,65,B,,
65,KTE23CE063,KTE23CE063,1,Safe,CET301,CET301,3,1,65,B,,
65,KTE23CE063,KTE23CE063,1,Safe,CET303,CET303,3,1,55,C,,
65,KTE23CE063,KTE23CE063,1,Safe,CET305,CET305,3,1,55,C,,
65,KTE23CE063,KTE23CE063,1,Safe,CET307,CET307,3,1,55,C,,
65,KTE23CE063,KTE23CE063,1,Safe,CEL331,CEL331,3,1,95,O,,
65,KTE23CE063,KTE23CE063,1,Safe,CEL333,CEL333,3,1,82,A,,
65,KTE23CE063,KTE23CE063,1,Safe,CET309,CET309,3,1,82,A,,
66,KTE23CE064,KTE23CE064,1,Safe,MCN301,MCN301,3,1,42,P,,
66,KTE23CE064,KTE23CE064,1,Safe,CET301,CET301,3,1,55,C,,
66,KTE23CE064,KTE23CE064,1,Safe,CET303,CET303,3,1,55,C,,
66,KTE23CE064,KTE23CE064,1,Safe,CET305,CET305,3,1,55,C,,
66,KTE23CE064,KTE23CE064,1,Safe,CET307,CET307,3,1,42,P,,
66,KTE23CE064,KTE23CE064,1,Safe,CEL331,CEL331,3,1,82,A,,
66,KTE23CE064,KTE23CE064,1,Safe,CEL333,CEL333,3,1,82,A,,
66,KTE23CE064,KTE23CE064,1,Safe,CET309,CET309,3,1,65,B,,
67,KTE23CE065,KTE23CE065,1,Safe,MCN301,MCN301,3,1,82,A,,
67,KTE23CE065,KTE23CE065,1,Safe,CET301,CET301,3,1,82,A,,
67,KTE23CE065,KTE23CE065,1,Safe,CET303,CET303,3,1,82,A,,
67,KTE23CE065,KTE23CE065,1,Safe,CET305,CET305,3,1,95,O,,
67,KTE23CE065,KTE23CE065,1,Safe,CET307,CET307,3,1,65,B,,
67,KTE23CE065,KTE23CE065,1,Safe,CEL331,CEL331,3,1,95,O,,
67,KTE23CE065,KTE23CE065,1,Safe,CEL333,CEL333,3,1,95,O,,
67,KTE23CE065,KTE23CE065,1,Safe,CET309,CET309,3,1,95,O,,
68,KTE23CE066,KTE23CE066,1,Safe,MCN301,MCN301,3,1,65,B,,
68,KTE23CE066,KTE23CE066,1,Safe,CET301,CET301,3,1,65,B,,
68,KTE23CE066,KTE23CE066,1,Safe,CET303,CET303,3,1,55,C,,
68,KTE23CE066,KTE23CE066,1,Safe,CET305,CET305,3,1,65,B,,
68,KTE23CE066,KTE23CE066,1,Safe,CEL331,CEL331,3,1,95,O,,
68,KTE23CE066,KTE23CE066,1,Safe,CEL333,CEL333,3,1,82,A,,
68,KTE23CE066,KTE23CE066,1,Safe,CET309,CET309,3,1,82,A,,
69,KTE23CE067,KTE23CE067,1,Safe,MCN301,MCN301,3,1,82,A,,
69,KTE23CE067,KTE23CE067,1,Safe,CET301,CET301,3,1,65,B,,
69,KTE23CE067,KTE23CE067,1,Safe,CET303,CET303,3,1,65,B,,
69,KTE23CE067,KTE23CE067,1,Safe,CET305,CET305,3,1,65,B,,
69,KTE23CE067,KTE23CE067,1,Safe,CET307,CET307,3,1,55,C,,
69,KTE23CE067,KTE23CE067,1,Safe,CEL331,CEL331,3,1,82,A,,
69,KTE23CE067,KTE23CE067,1,Safe,CEL333,CEL333,3,1,82,A,,
69,KTE23CE067,KTE23CE067,1,Safe,CET309,CET309,3,1,82,A,,
70,KTE23CE068,KTE23CE068,1,Safe,MCN301,MCN301,3,1,65,B,,
70,KTE23CE068,KTE23CE068,1,Safe,CET305,CET305,3,1,55,C,,
70,KTE23CE068,KTE23CE068,1,Safe,CEL331,CEL331,3,1,82,A,,
70,KTE23CE068,KTE23CE068,1,Safe,CEL333,CEL333,3,1,82,A,,
70,KTE23CE068,KTE23CE068,1,Safe,CET309,CET309,3,1,65,B,,
71,KTE23CE069,KTE23CE069,1,Safe,MCN301,MCN301,3,1,65,B,,
71,KTE23CE069,KTE23CE069,1,Safe,CET301,CET301,3,1,42,P,,
71,KTE23CE069,KTE23CE069,1,Safe,CET303,CET303,3,1,65,B,,
71,KTE23CE069,KTE23CE069,1,Safe,CET305,CET305,3,1,55,C,,
71,KTE23CE069,KTE23CE069,1,Safe,CET307,CET307,3,1,42,P,,
71,KTE23CE069,KTE23CE069,1,Safe,CEL331,CEL331,3,1,82,A,,
71,KTE23CE069,KTE23CE069,1,Safe,CEL333,CEL333,3,1,65,B,,
71,KTE23CE069,KTE23CE069,1,Safe,CET309,CET309,3,1,82,A,,
72,KTE23CE070,KTE23CE070,1,Safe,MCN301,MCN301,3,1,55,C,,
72,KTE23CE070,KTE23CE070,1,Safe,CET301,CET301,3,1,55,C,,
72,KTE23CE070,KTE23CE070,1,Safe,CET303,CET303,3,1,55,C,,
72,KTE23CE070,KTE23CE070,1,Safe,CET305,CET305,3,1,55,C,,
72,KTE23CE070,KTE23CE070,1,Safe,CET307,CET307,3,1,55,C,,
72,KTE23CE070,KTE23CE070,1,Safe,CEL331,CEL331,3,1,82,A,,
72,KTE23CE070,KTE23CE070,1,Safe,CEL333,CEL333,3,1,65,B,,
72,KTE23CE070,KTE23CE070,1,Safe,CET309,CET309,3,1,55,C,,
73,KTE23CE071,KTE23CE071,1,Safe,MCN301,MCN301,3,1,95,O,,
73,KTE23CE071,KTE23CE071,1,Safe,CET301,CET301,3,1,65,B,,
73,KTE23CE071,KTE23CE071,1,Safe,CET303,CET303,3,1,55,C,,
73,KTE23CE071,KTE23CE071,1,Safe,CET305,CET305,3,1,82,A,,
73,KTE23CE071,KTE23CE071,1,Safe,CET307,CET307,3,1,65,B,,
73,KTE23CE071,KTE23CE071,1,Safe,CEL331,CEL331,3,1,82,A,,
73,KTE23CE071,KTE23CE071,1,Safe,CEL333,CEL333,3,1,95,O,,
73,KTE23CE071,KTE23CE071,1,Safe,CET309,CET309,3,1,82,A,,
74,KTE23CE072,KTE23CE072,1,Safe,MCN301,MCN301,3,1,65,B,,
74,KTE23CE072,KTE23CE072,1,Safe,CET305,CET305,3,1,55,C,,
74,KTE23CE072,KTE23CE072,1,Safe,CET307,CET307,3,1,42,P,,
74,KTE23CE072,KTE23CE072,1,Safe,CEL331,CEL331,3,1,82,A,,
74,KTE23CE072,KTE23CE072,1,Safe,CEL333,CEL333,3,1,82,A,,
74,KTE23CE072,KTE23CE072,1,Safe,CET309,CET309,3,1,65,B,,
75,KTE23CE073,KTE23CE073,1,Safe,MCN301,MCN301,3,1,82,A,,
75,KTE23CE073,KTE23CE073,1,Safe,CET301,CET301,3,1,55,C,,
75,KTE23CE073,KTE23CE073,1,Safe,CET303,CET303,3,1,82,A,,
75,KTE23CE073,KTE23CE073,1,Safe,CET305,CET305,3,1,65,B,,
75,KTE23CE073,KTE23CE073,1,Safe,CET307,CET307,3,1,65,B,,
75,KTE23CE073,KTE23CE073,1,Safe,CEL331,CEL331,3,1,82,A,,
75,KTE23CE073,KTE23CE073,1,Safe,CEL333,CEL333,3,1,82,A,,
75,KTE23CE073,KTE23CE073,1,Safe,CET309,CET309,3,1,55,C,,
76,KTE23CE074,KTE23CE074,1,Safe,CET301,CET301,3,1,55,C,,
76,KTE23CE074,KTE23CE074,1,Safe,CET303,CET303,3,1,55,C,,
76,KTE23CE074,KTE23CE074,1,Safe,CET305,CET305,3,1,55,C,,
76,KTE23CE074,KTE23CE074,1,Safe,CET307,CET307,3,1,55,C,,
76,KTE23CE074,KTE23CE074,1,Safe,CEL331,CEL331,3,1,82,A,,
76,KTE23CE074,KTE23CE074,1,Safe,CEL333,CEL333,3,1,82,A,,
76,KTE23CE074,KTE23CE074,1,Safe,CET309,CET309,3,1,65,B,,
77,KTE23CE075,KTE23CE075,1,Safe,MCN301,MCN301,3,1,82,A,,
77,KTE23CE075,KTE23CE075,1,Safe,CET303,CET303,3,1,65,B,,
77,KTE23CE075,KTE23CE075,1,Safe,CET305,CET305,3,1,55,C,,
77,KTE23CE075,KTE23CE075,1,Safe,CET307,CET307,3,1,42,P,,
77,KTE23CE075,KTE23CE075,1,Safe,CEL331,CEL331,3,1,82,A,,
77,KTE23CE075,KTE23CE075,1,Safe,CEL333,CEL333,3,1,82,A,,
78,KTE23CE076,KTE23CE076,1,Safe,MCN301,MCN301,3,1,65,B,,
78,KTE23CE076,KTE23CE076,1,Safe,CET301,CET301,3,1,30,F,,
78,KTE23CE076,KTE23CE076,1,Safe,CET303,CET303,3,1,30,F,,
78,KTE23CE076,KTE23CE076,1,Safe,CET307,CET307,3,1,30,F,,
78,KTE23CE076,KTE23CE076,1,Safe,CEL331,CEL331,3,1,82,A,,
78,KTE23CE076,KTE23CE076,1,Safe,CEL333,CEL333,3,1,82,A,,
78,KTE23CE076,KTE23CE076,1,Safe,CET309,CET309,3,1,42,P,,
79,LKTE21CE069,LKTE21CE069,1,Safe,CET301,CET301,3,1,30,F,,
79,LKTE21CE069,LKTE21CE069,1,Safe,CET303,CET303,3,1,30,F,,
79,LKTE21CE069,LKTE21CE069,1,Safe,CET305,CET305,3,1,30,F,,
79,LKTE21CE069,LKTE21CE069,1,Safe,CET307,CET307,3,1,30,F,,
79,LKTE21CE069,LKTE21CE069,1,Safe,CET309,CET309,3,1,30,F,,
80,LKTE23CE077,LKTE23CE077,1,Safe,MCN301,MCN301,3,1,55,C,,
80,LKTE23CE077,LKTE23CE077,1,Safe,CET301,CET301,3,1,55,C,,
80,LKTE23CE077,LKTE23CE077,1,Safe,CET305,CET305,3,1,55,C,,
80,LKTE23CE077,LKTE23CE077,1,Safe,CEL331,CEL331,3,1,82,A,,
80,LKTE23CE077,LKTE23CE077,1,Safe,CEL333,CEL333,3,1,82,A,,
80,LKTE23CE077,LKTE23CE077,1,Safe,CET309,CET309,3,1,42,P,,
81,LKTE23CE078,LKTE23CE078,1,Safe,MCN301,MCN301,3,1,55,C,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CET301,CET301,3,1,55,C,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CET305,CET305,3,1,55,C,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CET307,CET307,3,1,55,C,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CEL331,CEL331,3,1,82,A,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CEL333,CEL333,3,1,82,A,,
81,LKTE23CE078,LKTE23CE078,1,Safe,CET309,CET309,3,1,55,C,,
82,LKTE23CE079,LKTE23CE079,1,Safe,MCN301,MCN301,3,1,65,B,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CET301,CET301,3,1,82,A,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CET303,CET303,3,1,65,B,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CET305,CET305,3,1,65,B,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CET307,CET307,3,1,42,P,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CEL331,CEL331,3,1,95,O,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CEL333,CEL333,3,1,82,A,,
82,LKTE23CE079,LKTE23CE079,1,Safe,CET309,CET309,3,1,65,B,,
83,LKTE23CE080,LKTE23CE080,1,Safe,MCN301,MCN301,3,1,65,B,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CET301,CET301,3,1,42,P,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CET305,CET305,3,1,42,P,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CET307,CET307,3,1,30,F,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CEL331,CEL331,3,1,82,A,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CEL333,CEL333,3,1,82,A,,
83,LKTE23CE080,LKTE23CE080,1,Safe,CET309,CET309,3,1,65,B,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CET301,CET301,3,1,65,B,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CET303,CET303,3,1,65,B,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CET305,CET305,3,1,42,P,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CET307,CET307,3,1,30,F,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CEL331,CEL331,3,1,82,A,,
84,LKTE23CE081,LKTE23CE081,1,Safe,CEL333,CEL333,3,1,82,A,,
85,LKTE23CE082,LKTE23CE082,1,Safe,MCN301,MCN301,3,1,65,B,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CET301,CET301,3,1,82,A,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CET303,CET303,3,1,55,C,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CET305,CET305,3,1,65,B,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CET307,CET307,3,1,55,C,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CEL331,CEL331,3,1,82,A,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CEL333,CEL333,3,1,82,A,,
85,LKTE23CE082,LKTE23CE082,1,Safe,CET309,CET309,3,1,65,B,,
86,LKTE23CE083,LKTE23CE083,1,Safe,MCN301,MCN301,3,1,82,A,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CET301,CET301,3,1,55,C,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CET303,CET303,3,1,55,C,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CET305,CET305,3,1,65,B,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CET307,CET307,3,1,55,C,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CEL331,CEL331,3,1,95,O,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CEL333,CEL333,3,1,82,A,,
86,LKTE23CE083,LKTE23CE083,1,Safe,CET309,CET309,3,1,65,B,,
87,LKTE23CE084,LKTE23CE084,1,Safe,MCN301,MCN301,3,1,82,A,,
87,LKTE23CE084,LKTE23CE084,1,Safe,CET303,CET303,3,1,42,P,,
87,LKTE23CE084,LKTE23CE084,1,Safe,CET307,CET307,3,1,42,P,,
87,LKTE23CE084,LKTE23CE084,1,Safe,CEL331,CEL331,3,1,82,A,,
87,LKTE23CE084,LKTE23CE084,1,Safe,CEL333,CEL333,3,1,82,A,,
87,LKTE23CE084,LKTE23CE084,1,Safe,CET309,CET309,3,1,65,B,,
88,NSS21CE042,NSS21CE042,1,Safe,CET303,CET303,3,1,30,F,,
88,NSS21CE042,NSS21CE042,1,Safe,CET305,CET305,3,1,42,P,,
88,NSS21CE042,NSS21CE042,1,Safe,CET307,CET307,3,1,30,F,,
89,KTE20ME006,KTE20ME006,1,Safe,MET303,MET303,3,1,42,P,,
90,KTE20ME021,KTE20ME021,1,Safe,MET301,MET301,3,1,30,F,,
90,KTE20ME021,KTE20ME021,1,Safe,MET303,MET303,3,1,30,F,,
90,KTE20ME021,KTE20ME021,1,Safe,MET307,MET307,3,1,30,F,,
91,KTE20ME024,KTE20ME024,1,Safe,MET303,MET303,3,1,30,F,,
92,KTE21ME001,KTE21ME001,1,Safe,MET301,MET301,3,1,30,F,,
92,KTE21ME001,KTE21ME001,1,Safe,MET303,MET303,3,1,30,F,,
93,KTE21ME010,KTE21ME010,1,Safe,MET303,MET303,3,1,30,F,,
94,KTE21ME039,KTE21ME039,1,Safe,MET301,MET301,3,1,30,F,,
95,KTE21ME053,KTE21ME053,1,Safe,MET303,MET303,3,1,42,P,,
96,KTE21ME054,KTE21ME054,1,Safe,MET303,MET303,3,1,42,P,,
97,KTE22ME005,KTE22ME005,1,Safe,MET301,MET301,3,1,30,F,,
97,KTE22ME005,KTE22ME005,1,Safe,MET303,MET303,3,1,30,F,,
98,KTE22ME016,KTE22ME016,1,Safe,HUT310,HUT310,3,1,42,P,,
99,KTE22ME027,KTE22ME027,1,Safe,HUT300,HUT300,3,1,42,P,,
99,KTE22ME027,KTE22ME027,1,Safe,MET305,MET305,3,1,42,P,,
99,KTE22ME027,KTE22ME027,1,Safe,MET307,MET307,3,1,30,F,,
100,KTE22ME032,KTE22ME032,1,Safe,MET301,MET301,3,1,30,F,,
101,KTE22ME061,KTE22ME061,1,Safe,HUT310,HUT310,3,1,42,P,,
101,KTE22ME061,KTE22ME061,1,Safe,MET303,MET303,3,1,42,P,,
101,KTE22ME061,KTE22ME061,1,Safe,MET305,MET305,3,1,42,P,,
102,KTE22ME066,KTE22ME066,1,Safe,MET303,MET303,3,1,30,F,,
103,KTE23ME001,KTE23ME001,1,Safe,HUT300,HUT300,3,1,82,A,,
103,KTE23ME001,KTE23ME001,1,Safe,MEL333,MEL333,3,1,95,O,,
103,KTE23ME001,KTE23ME001,1,Safe,MET301,MET301,3,1,42,P,,
103,KTE23ME001,KTE23ME001,1,Safe,MET303,MET303,3,1,55,C,,
103,KTE23ME001,KTE23ME001,1,Safe,MET305,MET305,3,1,55,C,,
103,KTE23ME001,KTE23ME001,1,Safe,MET307,MET307,3,1,65,B,,
103,KTE23ME001,KTE23ME001,1,Safe,MEL331,MEL331,3,1,95,O,,
104,KTE23ME002,KTE23ME002,1,Safe,HUT300,HUT300,3,1,55,C,,
104,KTE23ME002,KTE23ME002,1,Safe,MCN301,MCN301,3,1,42,P,,
104,KTE23ME002,KTE23ME002,1,Safe,MEL333,MEL333,3,1,95,O,,
104,KTE23ME002,KTE23ME002,1,Safe,MET301,MET301,3,1,55,C,,
104,KTE23ME002,KTE23ME002,1,Safe,MET303,MET303,3,1,55,C,,
104,KTE23ME002,KTE23ME002,1,Safe,MET305,MET305,3,1,30,F,,
104,KTE23ME002,KTE23ME002,1,Safe,MET307,MET307,3,1,55,C,,
104,KTE23ME002,KTE23ME002,1,Safe,MEL331,MEL331,3,1,65,B,,
105,KTE23ME003,KTE23ME003,1,Safe,HUT300,HUT300,3,1,65,B,,
105,KTE23ME003,KTE23ME003,1,Safe,MCN301,MCN301,3,1,55,C,,
105,KTE23ME003,KTE23ME003,1,Safe,MEL333,MEL333,3,1,95,O,,
105,KTE23ME003,KTE23ME003,1,Safe,MET301,MET301,3,1,55,C,,
105,KTE23ME003,KTE23ME003,1,Safe,MET303,MET303,3,1,55,C,,
105,KTE23ME003,KTE23ME003,1,Safe,MET305,MET305,3,1,42,P,,
105,KTE23ME003,KTE23ME003,1,Safe,MET307,MET307,3,1,55,C,,
105,KTE23ME003,KTE23ME003,1,Safe,MEL331,MEL331,3,1,82,A,,
106,KTE23ME004,KTE23ME004,1,Safe,HUT300,HUT300,3,1,95,O,,
106,KTE23ME004,KTE23ME004,1,Safe,MCN301,MCN301,3,1,65,B,,
106,KTE23ME004,KTE23ME004,1,Safe,MEL333,MEL333,3,1,95,O,,
106,KTE23ME004,KTE23ME004,1,Safe,MET301,MET301,3,1,55,C,,
106,KTE23ME004,KTE23ME004,1,Safe,MET303,MET303,3,1,55,C,,
106,KTE23ME004,KTE23ME004,1,Safe,MET305,MET305,3,1,82,A,,
106,KTE23ME004,KTE23ME004,1,Safe,MET307,MET307,3,1,55,C,,
106,KTE23ME004,KTE23ME004,1,Safe,MEL331,MEL331,3,1,95,O,,
107,KTE23ME005,KTE23ME005,1,Safe,HUT300,HUT300,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MCN301,MCN301,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MEL333,MEL333,3,1,65,B,,
107,KTE23ME005,KTE23ME005,1,Safe,MET301,MET301,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MET303,MET303,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MET305,MET305,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MET307,MET307,3,1,30,F,,
107,KTE23ME005,KTE23ME005,1,Safe,MEL331,MEL331,3,1,55,C,,
108,KTE23ME006,KTE23ME006,1,Safe,MCN301,MCN301,3,1,42,P,,
108,KTE23ME006,KTE23ME006,1,Safe,MEL333,MEL333,3,1,65,B,,
108,KTE23ME006,KTE23ME006,1,Safe,MET301,MET301,3,1,42,P,,
